iso_code,country,year,Energy Type,Energy Consumption (TwH)
OWID_WRL,World,2007,fossil fuel,117504.838
OWID_WRL,World,2007,gas,29323.697
OWID_WRL,World,2007,hydro,8179.49
OWID_WRL,World,2007,low carbon,17125.569
OWID_WRL,World,2007,nuclear,7294.706
OWID_WRL,World,2007,oil,47957.516
OWID_WRL,World,2007,other renewable,783.021
OWID_WRL,World,2007,renewables,9830.863
OWID_WRL,World,2007,solar,20.64
OWID_WRL,World,2007,wind,453.503
OWID_WRL,World,2008,biofuel,539.807
OWID_WRL,World,2008,coal,40770.48
OWID_WRL,World,2008,energy_per_capita,20057.851
OWID_WRL,World,2008,energy_per_gdp,1.641
OWID_WRL,World,2008,fossil fuel,118360.46
OWID_WRL,World,2008,gas,30024.33
OWID_WRL,World,2008,hydro,8598.703
OWID_WRL,World,2008,low carbon,17814.072
OWID_WRL,World,2008,nuclear,7226.874
OWID_WRL,World,2008,oil,47565.65
OWID_WRL,World,2008,other renewable,832.851
OWID_WRL,World,2008,renewables,10587.198
OWID_WRL,World,2008,solar,33.376
OWID_WRL,World,2008,wind,582.461
OWID_WRL,World,2009,biofuel,618.649
OWID_WRL,World,2009,coal,40148.633
OWID_WRL,World,2009,energy_per_capita,19514.057
