Suburb,Month,Year,avg_price,
SCORESBY,9,2016,1012913,September
SCORESBY,9,2017,1012913,September
SCORESBY,10,2016,633756,October
SCORESBY,10,2017,633756,October
SCORESBY,11,2016,510000,November
SCORESBY,11,2017,510000,November
SCORESBY,12,2017,2186818,December
SCORESBY,12,2016,1194769,December
SEABROOK,1,2016,626798,January
SEABROOK,1,2017,626798,January
SEABROOK,2,2016,968998,February
SEABROOK,2,2017,968998,February
SEABROOK,3,2017,1574017,March
SEABROOK,3,2016,1268333,March
SEABROOK,4,2016,847205,April
SEABROOK,4,2017,847205,April
SEABROOK,5,2016,735000,May
SEABROOK,5,2017,735000,May
SEABROOK,6,2016,1146080,June
SEABROOK,6,2017,1123208,June
SEABROOK,7,2017,1017020,July
SEABROOK,7,2016,935710,July
SEABROOK,8,2016,745792,August
SEABROOK,8,2017,745792,August
SEABROOK,9,2016,1034444,September
SEABROOK,9,2017,1034444,September
SEABROOK,10,2016,567500,October
SEABROOK,10,2017,567500,October
SEABROOK,11,2016,1364932,November
SEABROOK,11,2017,1364932,November
SEABROOK,12,2016,1071262,December
SEABROOK,12,2017,1071262,December
SEAFORD,1,2017,1022282,January
SEAFORD,1,2016,864857,January
SEAFORD,2,2016,662074,February
SEAFORD,2,2017,662074,February
SEAFORD,3,2016,690000,March
SEAFORD,3,2017,690000,March
SEAFORD,4,2017,1003433,April
SEAFORD,4,2016,906144,April
SEAFORD,5,2017,966697,May
SEAFORD,5,2016,727500,May
SEAFORD,6,2016,638376,June
SEAFORD,6,2017,638376,June
SEAFORD,7,2016,993188,July
SEAFORD,7,2017,898924,July
SEAFORD,8,2016,1226000,August
SEAFORD,8,2017,1226000,August
SEAFORD,9,2016,1295419,September
SEAFORD,9,2017,1216505,September
SEAFORD,10,2016,1054125,October
SEAFORD,10,2017,1054125,October
SEAFORD,11,2016,1029957,November
SEAFORD,11,2017,1029957,November
SEAFORD,12,2017,821077,December
SEAFORD,12,2016,745566,December
SEAHOLME,1,2017,1082676,January
SEAHOLME,1,2016,884070,January
SEAHOLME,2,2016,1019556,February
SEAHOLME,2,2017,1019556,February
SEAHOLME,3,2017,995099,March
SEAHOLME,3,2016,979250,March
SEAHOLME,4,2016,559000,April
SEAHOLME,4,2017,559000,April
SEAHOLME,5,2016,1414286,May
SEAHOLME,5,2017,1058938,May
SEAHOLME,6,2016,482425,June
SEAHOLME,6,2017,482425,June
SEAHOLME,7,2016,1153706,July
SEAHOLME,7,2017,1153706,July
SEAHOLME,8,2017,1168710,August
SEAHOLME,8,2016,1029900,August
SEAHOLME,9,2016,808301,September
SEAHOLME,9,2017,746289,September
SEAHOLME,10,2016,670000,October
SEAHOLME,10,2017,670000,October
SEAHOLME,11,2016,625500,November
SEAHOLME,11,2017,625500,November
SEAHOLME,12,2016,656408,December
SEAHOLME,12,2017,656408,December
SEDDON,1,2016,1326166,January
SEDDON,1,2017,1235410,January
SEDDON,2,2017,1149833,February
SEDDON,2,2016,1144651,February
SEDDON,3,2016,866002,March
SEDDON,3,2017,852940,March
SEDDON,4,2016,1791429,April
SEDDON,4,2017,1791429,April
SEDDON,5,2017,675298,May
SEDDON,5,2016,649053,May
SEDDON,6,2017,1089590,June
SEDDON,6,2016,1007618,June
SEDDON,7,2016,892250,July
SEDDON,7,2017,892250,July
SEDDON,8,2016,922396,August
SEDDON,8,2017,922396,August
SEDDON,9,2016,891382,September
SEDDON,9,2017,891382,September
SEDDON,10,2016,938753,October
SEDDON,10,2017,938753,October
SEDDON,11,2016,715208,November
SEDDON,11,2017,715208,November
SEDDON,12,2017,936363,December
SEDDON,12,2016,710324,December
SKYE,1,2016,925467,January
SKYE,1,2017,925467,January
SKYE,2,2016,505797,February
SKYE,2,2017,505797,February
SKYE,3,2016,655000,March
SKYE,3,2017,655000,March
SKYE,4,2016,1495897,April
SKYE,4,2017,1495897,April
SKYE,5,2016,940907,May
SKYE,5,2017,940907,May
SKYE,6,2016,573750,June
SKYE,6,2017,573750,June
SKYE,7,2016,709506,July
SKYE,7,2017,709506,July
SKYE,8,2016,1222857,August
SKYE,8,2017,1222857,August
SKYE,9,2017,995141,September
SKYE,9,2016,974252,September
SKYE,10,2016,597849,October
SKYE,10,2017,597849,October
SKYE,11,2016,761180,November
SKYE,11,2017,761180,November
SKYE,12,2016,1414333,December
SKYE,12,2017,1282535,December
SOUTH KINGSVILLE,1,2016,578828,January
SOUTH KINGSVILLE,1,2017,578828,January
SOUTH KINGSVILLE,2,2016,1225129,February
SOUTH KINGSVILLE,2,2017,1021501,February
SOUTH KINGSVILLE,3,2016,598940,March
SOUTH KINGSVILLE,3,2017,598940,March
SOUTH KINGSVILLE,4,2017,925597,April
SOUTH KINGSVILLE,4,2016,850000,April
SOUTH KINGSVILLE,5,2016,755205,May
SOUTH KINGSVILLE,5,2017,755205,May
SOUTH KINGSVILLE,6,2016,729167,June
SOUTH KINGSVILLE,6,2017,729167,June
SOUTH KINGSVILLE,7,2016,601026,July
SOUTH KINGSVILLE,7,2017,601026,July
SOUTH KINGSVILLE,8,2016,1029667,August
SOUTH KINGSVILLE,8,2017,1029667,August
SOUTH KINGSVILLE,9,2017,828639,September
SOUTH KINGSVILLE,9,2016,630917,September
SOUTH KINGSVILLE,10,2017,1199664,October
SOUTH KINGSVILLE,10,2016,1014532,October
SOUTH KINGSVILLE,11,2016,913389,November
SOUTH KINGSVILLE,11,2017,913389,November
SOUTH KINGSVILLE,12,2016,514538,December
SOUTH KINGSVILLE,12,2017,514538,December
SOUTH MELBOURNE,1,2016,725929,January
SOUTH MELBOURNE,1,2017,711359,January
SOUTH MELBOURNE,2,2017,622637,February
SOUTH MELBOURNE,2,2016,599300,February
SOUTH MELBOURNE,3,2016,627019,March
SOUTH MELBOURNE,3,2017,577205,March
SOUTH MELBOURNE,4,2017,1580220,April
SOUTH MELBOURNE,4,2016,1480631,April
SOUTH MELBOURNE,5,2016,567792,May
SOUTH MELBOURNE,5,2017,567792,May
SOUTH MELBOURNE,6,2016,519287,June
SOUTH MELBOURNE,6,2017,519287,June
SOUTH MELBOURNE,7,2016,662717,July
SOUTH MELBOURNE,7,2017,662717,July
SOUTH MELBOURNE,8,2016,736038,August
SOUTH MELBOURNE,8,2017,736038,August
SOUTH MELBOURNE,9,2016,1560032,September
SOUTH MELBOURNE,9,2017,1560032,September
SOUTH MELBOURNE,10,2017,1156413,October
SOUTH MELBOURNE,10,2016,945400,October
SOUTH MELBOURNE,11,2016,608033,November
SOUTH MELBOURNE,11,2017,608033,November
SOUTH MELBOURNE,12,2016,624053,December
SOUTH MELBOURNE,12,2017,624053,December
SOUTH MORANG,1,2016,1043400,January
SOUTH MORANG,1,2017,989190,January
SOUTH MORANG,2,2016,1960453,February
SOUTH MORANG,2,2017,1795183,February
SOUTH MORANG,3,2016,1562000,March
SOUTH MORANG,3,2017,991479,March
SOUTH MORANG,4,2016,525202,April
SOUTH MORANG,4,2017,525202,April
SOUTH MORANG,5,2016,540885,May
SOUTH MORANG,5,2017,540885,May
SOUTH MORANG,6,2016,1037104,June
SOUTH MORANG,6,2017,1037104,June
SOUTH MORANG,7,2016,1203982,July
SOUTH MORANG,7,2017,1203982,July
SOUTH MORANG,8,2016,965762,August
SOUTH MORANG,8,2017,965762,August
SOUTH MORANG,9,2016,366000,September
SOUTH MORANG,9,2017,366000,September
SOUTH MORANG,10,2016,933522,October
SOUTH MORANG,10,2017,933522,October
SOUTH MORANG,11,2016,1123962,November
SOUTH MORANG,11,2017,1123962,November
SOUTH MORANG,12,2016,1170600,December
SOUTH MORANG,12,2017,1170600,December
SOUTH YARRA,1,2016,1248500,January
SOUTH YARRA,1,2017,1248500,January
SOUTH YARRA,2,2017,753083,February
SOUTH YARRA,2,2016,738915,February
SOUTH YARRA,3,2016,781022,March
SOUTH YARRA,3,2017,781022,March
SOUTH YARRA,4,2016,517407,April
SOUTH YARRA,4,2017,517407,April
SOUTH YARRA,5,2017,798100,May
SOUTH YARRA,5,2016,764484,May
SOUTH YARRA,6,2016,1158970,June
SOUTH YARRA,6,2017,939849,June
SOUTH YARRA,7,2016,578449,July
SOUTH YARRA,7,2017,578449,July
SOUTH YARRA,8,2016,1247866,August
SOUTH YARRA,8,2017,1247866,August
SOUTH YARRA,9,2016,520500,September
SOUTH YARRA,9,2017,520500,September
SOUTH YARRA,10,2016,555000,October
SOUTH YARRA,10,2017,555000,October
SOUTH YARRA,11,2017,1318842,November
SOUTH YARRA,11,2016,1157000,November
SOUTH YARRA,12,2016,905000,December
SOUTH YARRA,12,2017,848397,December
SOUTHBANK,1,2017,962576,January
SOUTHBANK,1,2016,808688,January
SOUTHBANK,2,2016,548157,February
SOUTHBANK,2,2017,548157,February
SOUTHBANK,3,2016,536716,March
SOUTHBANK,3,2017,536716,March
SOUTHBANK,4,2016,847500,April
SOUTHBANK,4,2017,835568,April
SOUTHBANK,5,2016,620000,May
SOUTHBANK,5,2017,620000,May
SOUTHBANK,6,2016,1160879,June
SOUTHBANK,6,2017,977408,June
SOUTHBANK,7,2016,1089894,July
SOUTHBANK,7,2017,1043255,July
SOUTHBANK,8,2017,1315727,August
SOUTHBANK,8,2016,1009667,August
SOUTHBANK,9,2017,713979,September
SOUTHBANK,9,2016,712062,September
SOUTHBANK,10,2016,532729,October
SOUTHBANK,10,2017,532729,October
SOUTHBANK,11,2017,2032937,November
SOUTHBANK,11,2016,1638156,November
SOUTHBANK,12,2016,800000,December
SOUTHBANK,12,2017,621610,December
SPOTSWOOD,1,2017,1415133,January
SPOTSWOOD,1,2016,1374438,January
SPOTSWOOD,2,2017,834771,February
SPOTSWOOD,2,2016,818917,February
SPOTSWOOD,3,2016,722701,March
SPOTSWOOD,3,2017,722701,March
SPOTSWOOD,4,2017,768950,April
SPOTSWOOD,4,2016,730538,April
SPOTSWOOD,5,2016,661133,May
SPOTSWOOD,5,2017,661133,May
SPOTSWOOD,6,2016,2026238,June
SPOTSWOOD,6,2017,1616498,June
SPOTSWOOD,7,2017,1064030,July
SPOTSWOOD,7,2016,1001156,July
SPOTSWOOD,8,2017,1609885,August
SPOTSWOOD,8,2016,1503104,August
SPOTSWOOD,9,2017,1149955,September
SPOTSWOOD,9,2016,1044537,September
SPOTSWOOD,10,2016,1267974,October
SPOTSWOOD,10,2017,1267974,October
SPOTSWOOD,11,2016,836250,November
SPOTSWOOD,11,2017,836250,November
SPOTSWOOD,12,2016,640000,December
SPOTSWOOD,12,2017,640000,December
SPRINGVALE,1,2017,833394,January
SPRINGVALE,1,2016,722602,January
SPRINGVALE,2,2016,778333,February
SPRINGVALE,2,2017,740292,February
SPRINGVALE,3,2016,1919145,March
SPRINGVALE,3,2017,1768505,March
SPRINGVALE,4,2017,1776862,April
SPRINGVALE,4,2016,1627091,April
SPRINGVALE,5,2016,710710,May
SPRINGVALE,5,2017,710710,May
SPRINGVALE,6,2016,724049,June
SPRINGVALE,6,2017,724049,June
SPRINGVALE,7,2016,581333,July
SPRINGVALE,7,2017,581333,July
SPRINGVALE,8,2016,675000,August
SPRINGVALE,8,2017,675000,August
SPRINGVALE,9,2016,1802798,September
SPRINGVALE,9,2017,1802798,September
SPRINGVALE,10,2016,835000,October
SPRINGVALE,10,2017,804432,October
SPRINGVALE,11,2017,1279616,November
SPRINGVALE,11,2016,1233014,November
SPRINGVALE,12,2017,1084444,December
SPRINGVALE,12,2016,1069964,December
SPRINGVALE SOUTH,1,2016,762123,January
SPRINGVALE SOUTH,1,2017,762123,January
SPRINGVALE SOUTH,2,2016,1189977,February
SPRINGVALE SOUTH,2,2017,1189977,February
SPRINGVALE SOUTH,3,2016,1306116,March
SPRINGVALE SOUTH,3,2017,1306116,March
SPRINGVALE SOUTH,4,2016,1119739,April
SPRINGVALE SOUTH,4,2017,1119739,April
SPRINGVALE SOUTH,5,2016,1117430,May
SPRINGVALE SOUTH,5,2017,1117430,May
SPRINGVALE SOUTH,6,2016,989222,June
SPRINGVALE SOUTH,6,2017,989222,June
SPRINGVALE SOUTH,7,2016,759134,July
SPRINGVALE SOUTH,7,2017,759134,July
SPRINGVALE SOUTH,8,2016,1381075,August
SPRINGVALE SOUTH,8,2017,1312809,August
SPRINGVALE SOUTH,9,2016,689188,September
SPRINGVALE SOUTH,9,2017,660109,September
SPRINGVALE SOUTH,10,2016,720710,October
SPRINGVALE SOUTH,10,2017,720710,October
SPRINGVALE SOUTH,11,2016,2055337,November
SPRINGVALE SOUTH,11,2017,1953745,November
SPRINGVALE SOUTH,12,2016,1697062,December
SPRINGVALE SOUTH,12,2017,1592811,December
ST ALBANS,1,2016,511154,January
ST ALBANS,1,2017,511154,January
ST ALBANS,2,2016,456000,February
ST ALBANS,2,2017,456000,February
ST ALBANS,3,2016,716667,March
ST ALBANS,3,2017,639460,March
ST ALBANS,4,2017,980349,April
ST ALBANS,4,2016,953901,April
ST ALBANS,5,2016,1078919,May
ST ALBANS,5,2017,893045,May
ST ALBANS,6,2016,869008,June
ST ALBANS,6,2017,807662,June
ST ALBANS,7,2016,1192649,July
ST ALBANS,7,2017,1156907,July
ST ALBANS,8,2016,806597,August
ST ALBANS,8,2017,806597,August
ST ALBANS,9,2016,1039251,September
ST ALBANS,9,2017,1039251,September
ST ALBANS,10,2016,628438,October
ST ALBANS,10,2017,628438,October
ST ALBANS,11,2016,573840,November
ST ALBANS,11,2017,573840,November
ST ALBANS,12,2016,1244070,December
ST ALBANS,12,2017,1233690,December
ST HELENA,1,2016,1021224,January
ST HELENA,1,2017,1021224,January
ST HELENA,2,2016,675515,February
ST HELENA,2,2017,675515,February
ST HELENA,3,2017,1830524,March
ST HELENA,3,2016,1510309,March
ST HELENA,4,2016,650000,April
ST HELENA,4,2017,650000,April
ST HELENA,5,2017,2218289,May
ST HELENA,5,2016,2118858,May
ST HELENA,6,2017,1067397,June
ST HELENA,6,2016,817333,June
ST HELENA,7,2016,2400000,July
ST HELENA,7,2017,1420141,July
ST HELENA,8,2016,914550,August
ST HELENA,8,2017,897010,August
ST HELENA,9,2016,654889,September
ST HELENA,9,2017,654889,September
ST HELENA,10,2016,739998,October
ST HELENA,10,2017,739998,October
ST HELENA,11,2016,542756,November
ST HELENA,11,2017,542756,November
ST HELENA,12,2017,714609,December
ST HELENA,12,2016,638000,December
ST KILDA,1,2016,968762,January
ST KILDA,1,2017,968762,January
ST KILDA,2,2017,1059422,February
ST KILDA,2,2016,542000,February
ST KILDA,3,2017,1178914,March
ST KILDA,3,2016,1016576,March
ST KILDA,4,2016,1038616,April
ST KILDA,4,2017,992452,April
ST KILDA,5,2016,767100,May
ST KILDA,5,2017,767100,May
ST KILDA,6,2016,756450,June
ST KILDA,6,2017,756450,June
ST KILDA,7,2016,998321,July
ST KILDA,7,2017,998321,July
ST KILDA,8,2016,911982,August
ST KILDA,8,2017,911982,August
ST KILDA,9,2016,891144,September
ST KILDA,9,2017,891144,September
ST KILDA,10,2016,1213495,October
ST KILDA,10,2017,1213495,October
ST KILDA,11,2016,794963,November
ST KILDA,11,2017,794963,November
ST KILDA,12,2017,1182743,December
ST KILDA,12,2016,1128146,December
STRATHMORE,1,2016,938781,January
STRATHMORE,1,2017,891946,January
STRATHMORE,2,2016,857000,February
STRATHMORE,2,2017,772752,February
STRATHMORE,3,2017,909245,March
STRATHMORE,3,2016,765238,March
STRATHMORE,4,2016,440500,April
STRATHMORE,4,2017,440500,April
STRATHMORE,5,2016,556092,May
STRATHMORE,5,2017,556092,May
STRATHMORE,6,2016,574751,June
STRATHMORE,6,2017,574751,June
STRATHMORE,7,2016,585000,July
STRATHMORE,7,2017,585000,July
STRATHMORE,8,2016,1031992,August
STRATHMORE,8,2017,962067,August
STRATHMORE,9,2016,869839,September
STRATHMORE,9,2017,869839,September
STRATHMORE,10,2016,894490,October
STRATHMORE,10,2017,894490,October
STRATHMORE,11,2016,798075,November
STRATHMORE,11,2017,798075,November
STRATHMORE,12,2016,910000,December
STRATHMORE,12,2017,910000,December
STRATHMORE HEIGHTS,1,2016,443711,January
STRATHMORE HEIGHTS,1,2017,443711,January
STRATHMORE HEIGHTS,2,2016,614432,February
STRATHMORE HEIGHTS,2,2017,614432,February
STRATHMORE HEIGHTS,3,2016,627252,March
STRATHMORE HEIGHTS,3,2017,627252,March
STRATHMORE HEIGHTS,4,2016,1715000,April
STRATHMORE HEIGHTS,4,2017,1715000,April
STRATHMORE HEIGHTS,5,2016,588755,May
STRATHMORE HEIGHTS,5,2017,588755,May
STRATHMORE HEIGHTS,6,2016,520552,June
STRATHMORE HEIGHTS,6,2017,520552,June
STRATHMORE HEIGHTS,7,2016,729167,July
STRATHMORE HEIGHTS,7,2017,729167,July
STRATHMORE HEIGHTS,8,2016,723896,August
STRATHMORE HEIGHTS,8,2017,723896,August
STRATHMORE HEIGHTS,9,2016,470500,September
STRATHMORE HEIGHTS,9,2017,470500,September
STRATHMORE HEIGHTS,10,2016,913841,October
STRATHMORE HEIGHTS,10,2017,913841,October
STRATHMORE HEIGHTS,11,2016,865000,November
STRATHMORE HEIGHTS,11,2017,865000,November
STRATHMORE HEIGHTS,12,2016,1227812,December
STRATHMORE HEIGHTS,12,2017,1206961,December
SUNBURY,1,2016,1343874,January
SUNBURY,1,2017,1343874,January
SUNBURY,2,2016,1223300,February
SUNBURY,2,2017,1223300,February
SUNBURY,3,2016,494500,March
SUNBURY,3,2017,494500,March
SUNBURY,4,2016,489045,April
SUNBURY,4,2017,489045,April
SUNBURY,5,2016,1748671,May
SUNBURY,5,2017,1633039,May
SUNBURY,6,2016,1912000,June
SUNBURY,6,2017,1405216,June
SUNBURY,7,2016,931878,July
SUNBURY,7,2017,931878,July
SUNBURY,8,2016,1439933,August
SUNBURY,8,2017,1278926,August
SUNBURY,9,2016,875215,September
SUNBURY,9,2017,875215,September
SUNBURY,10,2016,892514,October
SUNBURY,10,2017,892514,October
SUNBURY,11,2016,1175119,November
SUNBURY,11,2017,1005529,November
SUNBURY,12,2016,655000,December
SUNBURY,12,2017,655000,December
SUNSHINE,1,2016,642639,January
SUNSHINE,1,2017,642639,January
SUNSHINE,2,2016,564604,February
SUNSHINE,2,2017,564604,February
SUNSHINE,3,2016,1148264,March
SUNSHINE,3,2017,1054654,March
SUNSHINE,4,2017,882186,April
SUNSHINE,4,2016,765000,April
SUNSHINE,5,2017,1053582,May
SUNSHINE,5,2016,1030368,May
SUNSHINE,6,2017,1080354,June
SUNSHINE,6,2016,980764,June
SUNSHINE,7,2017,646870,July
SUNSHINE,7,2016,624942,July
SUNSHINE,8,2016,788473,August
SUNSHINE,8,2017,788473,August
SUNSHINE,9,2016,1438082,September
SUNSHINE,9,2017,1202306,September
SUNSHINE,10,2016,1281622,October
SUNSHINE,10,2017,1275616,October
SUNSHINE,11,2017,806942,November
SUNSHINE,11,2016,672361,November
SUNSHINE,12,2016,683908,December
SUNSHINE,12,2017,661608,December
SUNSHINE NORTH,1,2016,961962,January
SUNSHINE NORTH,1,2017,961962,January
SUNSHINE NORTH,2,2016,650681,February
SUNSHINE NORTH,2,2017,650681,February
SUNSHINE NORTH,3,2016,496000,March
SUNSHINE NORTH,3,2017,496000,March
SUNSHINE NORTH,4,2016,1059161,April
SUNSHINE NORTH,4,2017,1059161,April
SUNSHINE NORTH,5,2017,1021333,May
SUNSHINE NORTH,5,2016,595000,May
SUNSHINE NORTH,6,2016,619607,June
SUNSHINE NORTH,6,2017,619607,June
SUNSHINE NORTH,7,2016,659332,July
SUNSHINE NORTH,7,2017,659332,July
SUNSHINE NORTH,8,2017,887530,August
SUNSHINE NORTH,8,2016,820333,August
SUNSHINE NORTH,9,2016,1688364,September
SUNSHINE NORTH,9,2017,1619848,September
SUNSHINE NORTH,10,2016,1309248,October
SUNSHINE NORTH,10,2017,1309248,October
SUNSHINE NORTH,11,2017,636453,November
SUNSHINE NORTH,11,2016,596750,November
SUNSHINE NORTH,12,2017,709744,December
SUNSHINE NORTH,12,2016,671250,December
SUNSHINE WEST,1,2016,819293,January
SUNSHINE WEST,1,2017,819293,January
SUNSHINE WEST,2,2016,736561,February
SUNSHINE WEST,2,2017,736561,February
SUNSHINE WEST,3,2017,683592,March
SUNSHINE WEST,3,2016,682988,March
SUNSHINE WEST,4,2016,760917,April
SUNSHINE WEST,4,2017,760917,April
SUNSHINE WEST,5,2016,1866218,May
SUNSHINE WEST,5,2017,1578953,May
SUNSHINE WEST,6,2017,1077992,June
SUNSHINE WEST,6,2016,1047537,June
SUNSHINE WEST,7,2016,565458,July
SUNSHINE WEST,7,2017,565458,July
SUNSHINE WEST,8,2017,1376517,August
SUNSHINE WEST,8,2016,1145552,August
SUNSHINE WEST,9,2017,1438205,September
SUNSHINE WEST,9,2016,1366733,September
SUNSHINE WEST,10,2016,650000,October
SUNSHINE WEST,10,2017,650000,October
SUNSHINE WEST,11,2016,959576,November
SUNSHINE WEST,11,2017,959576,November
SUNSHINE WEST,12,2016,992898,December
SUNSHINE WEST,12,2017,903485,December
SURREY HILLS,1,2017,749960,January
SURREY HILLS,1,2016,705527,January
SURREY HILLS,2,2016,693750,February
SURREY HILLS,2,2017,652676,February
SURREY HILLS,3,2016,1204709,March
SURREY HILLS,3,2017,1204709,March
SURREY HILLS,4,2016,635516,April
SURREY HILLS,4,2017,635516,April
SURREY HILLS,5,2016,548570,May
SURREY HILLS,5,2017,548570,May
SURREY HILLS,6,2016,1060100,June
SURREY HILLS,6,2017,1016401,June
SURREY HILLS,7,2016,1080475,July
SURREY HILLS,7,2017,1080475,July
SURREY HILLS,8,2016,790000,August
SURREY HILLS,8,2017,790000,August
SURREY HILLS,9,2017,1177136,September
SURREY HILLS,9,2016,1081579,September
SURREY HILLS,10,2016,2274000,October
SURREY HILLS,10,2017,1889738,October
SURREY HILLS,11,2017,498922,November
SURREY HILLS,11,2016,495000,November
SURREY HILLS,12,2016,606000,December
SURREY HILLS,12,2017,589758,December
SYDENHAM,1,2016,818217,January
SYDENHAM,1,2017,818217,January
SYDENHAM,2,2016,662991,February
SYDENHAM,2,2017,662991,February
SYDENHAM,3,2016,816297,March
SYDENHAM,3,2017,810004,March
SYDENHAM,4,2016,660000,April
SYDENHAM,4,2017,660000,April
SYDENHAM,5,2017,689633,May
SYDENHAM,5,2016,558667,May
SYDENHAM,6,2016,898036,June
SYDENHAM,6,2017,835974,June
SYDENHAM,7,2016,1923601,July
SYDENHAM,7,2017,1788089,July
SYDENHAM,8,2017,1720877,August
SYDENHAM,8,2016,1657947,August
SYDENHAM,9,2016,851367,September
SYDENHAM,9,2017,851367,September
SYDENHAM,10,2016,764771,October
SYDENHAM,10,2017,764771,October
SYDENHAM,11,2016,548407,November
SYDENHAM,11,2017,548407,November
SYDENHAM,12,2016,768722,December
SYDENHAM,12,2017,705373,December
TARNEIT,1,2016,998333,January
TARNEIT,1,2017,851627,January
TARNEIT,2,2016,949989,February
TARNEIT,2,2017,949989,February
TARNEIT,3,2016,1538417,March
TARNEIT,3,2017,1496656,March
TARNEIT,4,2016,341639,April
TARNEIT,4,2017,341639,April
TARNEIT,5,2016,619847,May
TARNEIT,5,2017,619847,May
TARNEIT,6,2016,578788,June
TARNEIT,6,2017,578788,June
TARNEIT,7,2016,821500,July
TARNEIT,7,2017,821500,July
TARNEIT,8,2016,854663,August
TARNEIT,8,2017,709728,August
TARNEIT,9,2017,1859204,September
TARNEIT,9,2016,1841385,September
TARNEIT,10,2017,1474937,October
TARNEIT,10,2016,1395763,October
TARNEIT,11,2017,808647,November
TARNEIT,11,2016,742763,November
TARNEIT,12,2016,1317333,December
TARNEIT,12,2017,1317333,December
TAYLORS HILL,1,2016,492625,January
TAYLORS HILL,1,2017,492625,January
TAYLORS HILL,2,2017,694259,February
TAYLORS HILL,2,2016,618352,February
TAYLORS HILL,3,2016,401621,March
TAYLORS HILL,3,2017,401621,March
TAYLORS HILL,4,2016,377250,April
TAYLORS HILL,4,2017,377250,April
TAYLORS HILL,5,2016,448161,May
TAYLORS HILL,5,2017,448161,May
TAYLORS HILL,6,2016,1012913,June
TAYLORS HILL,6,2017,1012913,June
TAYLORS HILL,7,2016,633756,July
TAYLORS HILL,7,2017,633756,July
TAYLORS HILL,8,2016,510000,August
TAYLORS HILL,8,2017,510000,August
TAYLORS HILL,9,2016,2375000,September
TAYLORS HILL,9,2017,2186818,September
TAYLORS HILL,10,2016,626798,October
TAYLORS HILL,10,2017,626798,October
TAYLORS HILL,11,2016,968998,November
TAYLORS HILL,11,2017,968998,November
TAYLORS HILL,12,2017,1574017,December
TAYLORS HILL,12,2016,1555388,December
TAYLORS LAKES,1,2016,847205,January
TAYLORS LAKES,1,2017,847205,January
TAYLORS LAKES,2,2016,735000,February
TAYLORS LAKES,2,2017,735000,February
TAYLORS LAKES,3,2017,1123208,March
TAYLORS LAKES,3,2016,981783,March
TAYLORS LAKES,4,2017,1017020,April
TAYLORS LAKES,4,2016,863250,April
TAYLORS LAKES,5,2016,745792,May
TAYLORS LAKES,5,2017,745792,May
TAYLORS LAKES,6,2016,1034444,June
TAYLORS LAKES,6,2017,1034444,June
TAYLORS LAKES,7,2016,567500,July
TAYLORS LAKES,7,2017,567500,July
TAYLORS LAKES,8,2016,1364932,August
TAYLORS LAKES,8,2017,1364932,August
TAYLORS LAKES,9,2016,1071262,September
TAYLORS LAKES,9,2017,1071262,September
TAYLORS LAKES,10,2016,1060000,October
TAYLORS LAKES,10,2017,1022282,October
TAYLORS LAKES,11,2016,662074,November
TAYLORS LAKES,11,2017,662074,November
TAYLORS LAKES,12,2016,690000,December
TAYLORS LAKES,12,2017,690000,December
TEMPLESTOWE,1,2017,1003433,January
TEMPLESTOWE,1,2016,998737,January
TEMPLESTOWE,2,2017,966697,February
TEMPLESTOWE,2,2016,943300,February
TEMPLESTOWE,3,2016,638376,March
TEMPLESTOWE,3,2017,638376,March
TEMPLESTOWE,4,2017,898924,April
TEMPLESTOWE,4,2016,624111,April
TEMPLESTOWE,5,2016,1226000,May
TEMPLESTOWE,5,2017,1226000,May
TEMPLESTOWE,6,2016,1260668,June
TEMPLESTOWE,6,2017,1216505,June
TEMPLESTOWE,7,2016,1054125,July
TEMPLESTOWE,7,2017,1054125,July
TEMPLESTOWE,8,2016,1029957,August
TEMPLESTOWE,8,2017,1029957,August
TEMPLESTOWE,9,2016,832288,September
TEMPLESTOWE,9,2017,821077,September
TEMPLESTOWE,10,2016,1158570,October
TEMPLESTOWE,10,2017,1082676,October
TEMPLESTOWE,11,2016,1019556,November
TEMPLESTOWE,11,2017,1019556,November
TEMPLESTOWE,12,2017,995099,December
TEMPLESTOWE,12,2016,917989,December
TEMPLESTOWE LOWER,1,2016,559000,January
TEMPLESTOWE LOWER,1,2017,559000,January
TEMPLESTOWE LOWER,2,2016,1113722,February
TEMPLESTOWE LOWER,2,2017,1058938,February
TEMPLESTOWE LOWER,3,2016,482425,March
TEMPLESTOWE LOWER,3,2017,482425,March
TEMPLESTOWE LOWER,4,2016,1153706,April
TEMPLESTOWE LOWER,4,2017,1153706,April
TEMPLESTOWE LOWER,5,2016,1276917,May
TEMPLESTOWE LOWER,5,2017,1168710,May
TEMPLESTOWE LOWER,6,2016,806939,June
TEMPLESTOWE LOWER,6,2017,746289,June
TEMPLESTOWE LOWER,7,2016,670000,July
TEMPLESTOWE LOWER,7,2017,670000,July
TEMPLESTOWE LOWER,8,2016,625500,August
TEMPLESTOWE LOWER,8,2017,625500,August
TEMPLESTOWE LOWER,9,2016,656408,September
TEMPLESTOWE LOWER,9,2017,656408,September
TEMPLESTOWE LOWER,10,2017,1235410,October
TEMPLESTOWE LOWER,10,2016,1214240,October
TEMPLESTOWE LOWER,11,2017,1149833,November
TEMPLESTOWE LOWER,11,2016,1140444,November
TEMPLESTOWE LOWER,12,2017,852940,December
TEMPLESTOWE LOWER,12,2016,817188,December
