Country,Code,Year,Longitude,Latitude,Age Group,Recorded Deaths
South Africa,ZAF,2015,24,-29,: 15-49 years,4215
South Asia (WB),,2015,0,0,: 15-49 years,119263
South Korea,KOR,2015,127.5,37,: 15-49 years,2048
South Sudan,SSD,2015,30,8,: 15-49 years,312
South-East Asia Region (WHO),,2015,0,0,: 15-49 years,142165
Spain,ESP,2015,-4,40,: 15-49 years,2576
Sri Lanka,LKA,2015,81,7,: 15-49 years,663
Sub-Saharan Africa (WB),,2015,0,0,: 15-49 years,39218
Sudan,SDN,2015,30,15,: 15-49 years,2400
Suriname,SUR,2015,-56,4,: 15-49 years,44
Sweden,SWE,2015,15,62,: 15-49 years,176
Switzerland,CHE,2015,8,47,: 15-49 years,226
Syria,SYR,2015,38,35,: 15-49 years,1533
Taiwan,TWN,2015,121,23.5,: 15-49 years,2021
Tajikistan,TJK,2015,71,39,: 15-49 years,558
Tanzania,TZA,2015,35,-6,: 15-49 years,2658
Thailand,THA,2015,100,15,: 15-49 years,5119
Timor,TLS,2015,125.5167,-8.55,: 15-49 years,66
Togo,TGO,2015,1.1667,8,: 15-49 years,339
Tokelau,TKL,2015,-172,-9,: 15-49 years,0
Tonga,TON,2015,-175,-20,: 15-49 years,10
Trinidad and Tobago,TTO,2015,-61,11,: 15-49 years,72
Tunisia,TUN,2015,9,34,: 15-49 years,750
Turkey,TUR,2015,35,39,: 15-49 years,6015
Turkmenistan,TKM,2015,60,40,: 15-49 years,724
Tuvalu,TUV,2015,178,-8,: 15-49 years,3
Uganda,UGA,2015,32,1,: 15-49 years,1070
Ukraine,UKR,2015,32,49,: 15-49 years,12304
United Arab Emirates,ARE,2015,54,24,: 15-49 years,1221
United Kingdom,GBR,2015,-2,54,: 15-49 years,3174
United States,USA,2015,-97,38,: 15-49 years,17678
United States Virgin Islands,VIR,2015,-64.8333,18.3333,: 15-49 years,4
Uruguay,URY,2015,-56,-33,: 15-49 years,229
Uzbekistan,UZB,2015,64,41,: 15-49 years,2942
Vanuatu,VUT,2015,167,-16,: 15-49 years,49
Venezuela,VEN,2015,-66,8,: 15-49 years,1323
Vietnam,VNM,2015,106,16,: 15-49 years,8925
Wales,,2015,0,0,: 15-49 years,167
Western Pacific Region (WHO),,2015,0,0,: 15-49 years,176509
World,OWID_WRL,2015,0,0,: 15-49 years,544624
World Bank High Income,,2015,0,0,: 15-49 years,59356
World Bank Low Income,,2015,0,0,: 15-49 years,29235
World Bank Lower Middle Income,,2015,0,0,: 15-49 years,224546
World Bank Upper Middle Income,,2015,0,0,: 15-49 years,231146
Yemen,YEM,2015,48,15,: 15-49 years,2190
Zambia,ZMB,2015,30,-15,: 15-49 years,782
Zimbabwe,ZWE,2015,30,-20,: 15-49 years,1506
Afghanistan,AFG,2016,65,33,: 70+,2687
African Region (WHO),,2016,0,0,: 70+,80831
Albania,ALB,2016,20,41,: 70+,2611
Algeria,DZA,2016,3,28,: 70+,10185
American Samoa,ASM,2016,-170,-14.3333,: 70+,18
Andorra,AND,2016,1.6,42.5,: 70+,60
Angola,AGO,2016,18.5,-12.5,: 70+,1702
Antigua and Barbuda,ATG,2016,-61.8,17.05,: 70+,16
Argentina,ARG,2016,-64,-34,: 70+,26472
Armenia,ARM,2016,45,40,: 70+,2135
Australia,AUS,2016,133,-27,: 70+,10969
Austria,AUT,2016,13.3333,47.3333,: 70+,7551
Azerbaijan,AZE,2016,47.5,40.5,: 70+,4004
Bahamas,BHS,2016,-76,24.25,: 70+,51
Bahrain,BHR,2016,50.55,26,: 70+,163
Bangladesh,BGD,2016,90,24,: 70+,40966
Barbados,BRB,2016,-59.5333,13.1667,: 70+,75
Belarus,BLR,2016,28,53,: 70+,8056
Belgium,BEL,2016,4,50.8333,: 70+,12604
Belize,BLZ,2016,-88.75,17.25,: 70+,49
Benin,BEN,2016,2.25,9.5,: 70+,796
Bermuda,BMU,2016,-64.75,32.3333,: 70+,34
Bhutan,BTN,2016,90.5,27.5,: 70+,180
Bolivia,BOL,2016,-65,-17,: 70+,1631
Bosnia and Herzegovina,BIH,2016,18,44,: 70+,4678
Botswana,BWA,2016,24,-22,: 70+,486
Brazil,BRA,2016,-55,-10,: 70+,82483
Brunei,BRN,2016,114.6667,4.5,: 70+,99
Bulgaria,BGR,2016,25,43,: 70+,9012
Burkina Faso,BFA,2016,-2,13,: 70+,680
Burundi,BDI,2016,30,-3.5,: 70+,644
Cambodia,KHM,2016,105,13,: 70+,7168
Cameroon,CMR,2016,12,6,: 70+,1392
Canada,CAN,2016,-95,60,: 70+,29358
Cape Verde,CPV,2016,-24,16,: 70+,49
Central African Republic,CAF,2016,21,7,: 70+,277
Chad,TCD,2016,19,15,: 70+,1057
Chile,CHL,2016,-71,-30,: 70+,4795
China,CHN,2016,105,35,: 70+,1310582
Colombia,COL,2016,-72,4,: 70+,9117
Comoros,COM,2016,44.25,-12.1667,: 70+,121
Congo,COG,2016,15,-1,: 70+,421
Cook Islands,COK,2016,-159.7667,-21.2333,: 70+,9
Costa Rica,CRI,2016,-84,10,: 70+,1206
Cote d'Ivoire,CIV,2016,-5,8,: 70+,1703
Croatia,HRV,2016,15.5,45.1667,: 70+,5497
Cuba,CUB,2016,-80,21.5,: 70+,10879
Cyprus,CYP,2016,33,35,: 70+,861
Czechia,CZE,2016,15.5,49.75,: 70+,11744
Democratic Republic of Congo,COD,2016,25,0,: 70+,3474
Denmark,DNK,2016,10,56,: 70+,9167
Djibouti,DJI,2016,43,11.5,: 70+,117
Dominica,DMA,2016,-61.3333,15.4167,: 70+,22
Dominican Republic,DOM,2016,-70.6667,19,: 70+,4227
East Asia & Pacific (WB),,2016,0,0,: 70+,1784037
Eastern Mediterranean Region (WHO),,2016,0,0,: 70+,139675
Ecuador,ECU,2016,-77.5,-2,: 70+,2685
Egypt,EGY,2016,30,27,: 70+,21313
El Salvador,SLV,2016,-88.9167,13.8333,: 70+,805
England,,2016,0,0,: 70+,65714
Equatorial Guinea,GNQ,2016,10,2,: 70+,66
Eritrea,ERI,2016,39,15,: 70+,185
Estonia,EST,2016,26,59,: 70+,1197
Eswatini,SWZ,2016,31.5,-26.5,: 70+,130
Ethiopia,ETH,2016,38,8,: 70+,3315
Europe & Central Asia (WB),,2016,0,0,: 70+,771326
European Region (WHO),,2016,0,0,: 70+,777638
Fiji,FJI,2016,175,-18,: 70+,238
Finland,FIN,2016,26,64,: 70+,4073
France,FRA,2016,2,46,: 70+,46460
G20,,2016,0,0,: 70+,3177521
Gabon,GAB,2016,11.75,-1,: 70+,140
Gambia,GMB,2016,-16.5667,13.4667,: 70+,212
Georgia,GEO,2016,43.5,42,: 70+,2965
Germany,DEU,2016,9,51,: 70+,90623
Ghana,GHA,2016,-2,8,: 70+,1719
Greece,GRC,2016,22,39,: 70+,16435
Greenland,GRL,2016,-40,72,: 70+,52
Grenada,GRD,2016,-61.6667,12.1167,: 70+,20
Guam,GUM,2016,144.7833,13.4667,: 70+,45
Guatemala,GTM,2016,-90.25,15.5,: 70+,1893
Guinea,GIN,2016,-10,11,: 70+,1531
Guinea-Bissau,GNB,2016,-15,12,: 70+,61
Guyana,GUY,2016,-59,5,: 70+,103
Haiti,HTI,2016,-72.4167,19,: 70+,804
Honduras,HND,2016,-86.5,15,: 70+,2122
Hungary,HUN,2016,20,47,: 70+,11341
Iceland,ISL,2016,-18,65,: 70+,222
India,IND,2016,77,20,: 70+,452360
Indonesia,IDN,2016,120,-5,: 70+,88777
Iran,IRN,2016,53,32,: 70+,16286
Iraq,IRQ,2016,44,33,: 70+,7974
Ireland,IRL,2016,-8,53,: 70+,4199
Israel,ISR,2016,34.75,31.5,: 70+,3593
Italy,ITA,2016,12.8333,42.8333,: 70+,63024
Jamaica,JAM,2016,-77.5,18.25,: 70+,860
Japan,JPN,2016,138,36,: 70+,148151
Jordan,JOR,2016,36,31,: 70+,1540
Kazakhstan,KAZ,2016,68,48,: 70+,6632
Kenya,KEN,2016,38,1,: 70+,3361
Kiribati,KIR,2016,173,1.4167,: 70+,51
Kuwait,KWT,2016,47.6581,29.3375,: 70+,487
Kyrgyzstan,KGZ,2016,75,41,: 70+,1593
Laos,LAO,2016,105,18,: 70+,2190
Latin America & Caribbean (WB),,2016,0,0,: 70+,195225
Latvia,LVA,2016,25,57,: 70+,1852
Lebanon,LBN,2016,35.8333,33.8333,: 70+,4281
Lesotho,LSO,2016,28.5,-29.5,: 70+,587
Liberia,LBR,2016,-9.5,6.5,: 70+,202
Libya,LBY,2016,17,25,: 70+,1243
Lithuania,LTU,2016,24,56,: 70+,2697
Luxembourg,LUX,2016,6.1667,49.75,: 70+,424
Madagascar,MDG,2016,47,-20,: 70+,1029
Malawi,MWI,2016,34,-13.5,: 70+,1646
Malaysia,MYS,2016,112.5,2.5,: 70+,9619
Maldives,MDV,2016,73,3.25,: 70+,105
Mali,MLI,2016,-4,17,: 70+,1302
Malta,MLT,2016,14.5833,35.8333,: 70+,316
Marshall Islands,MHL,2016,168,9,: 70+,8
Mauritania,MRT,2016,-12,20,: 70+,222
Mauritius,MUS,2016,57.55,-20.2833,: 70+,408
Mexico,MEX,2016,-102,23,: 70+,27261
Micronesia (country),FSM,2016,158.25,6.9167,: 70+,30
Middle East & North Africa (WB),,2016,0,0,: 70+,92774
Moldova,MDA,2016,29,47,: 70+,2116
Monaco,MCO,2016,7.4,43.7333,: 70+,65
Mongolia,MNG,2016,105,46,: 70+,895
Montenegro,MNE,2016,19,42,: 70+,892
Morocco,MAR,2016,-5,32,: 70+,7192
Mozambique,MOZ,2016,35,-18.25,: 70+,2068
Myanmar,MMR,2016,98,22,: 70+,30958
Namibia,NAM,2016,17,-22,: 70+,630
Nauru,NRU,2016,166.9167,-0.5333,: 70+,1
Nepal,NPL,2016,84,28,: 70+,19852
Netherlands,NLD,2016,5.75,52.5,: 70+,20668
New Zealand,NZL,2016,174,-41,: 70+,2925
Nicaragua,NIC,2016,-85,13,: 70+,823
Niger,NER,2016,8,16,: 70+,542
Nigeria,NGA,2016,8,10,: 70+,6761
Niue,NIU,2016,-169.8667,-19.0333,: 70+,1
North America (WB),,2016,0,0,: 70+,322731
North Korea,PRK,2016,127,40,: 70+,19246
North Macedonia,MKD,2016,22,41.8333,: 70+,2454
Northern Ireland,,2016,0,0,: 70+,1919
Northern Mariana Islands,MNP,2016,145.75,15.2,: 70+,14
Norway,NOR,2016,10,62,: 70+,3329
OECD Countries,,2016,0,0,: 70+,1086121
Oman,OMN,2016,57,21,: 70+,319
Pakistan,PAK,2016,70,30,: 70+,52326
Palau,PLW,2016,134.5,7.5,: 70+,7
Palestine,PSE,2016,35.25,32,: 70+,771
Panama,PAN,2016,-80,9,: 70+,693
Papua New Guinea,PNG,2016,147,-6,: 70+,1795
Paraguay,PRY,2016,-58,-23,: 70+,2389
Peru,PER,2016,-76,-10,: 70+,2496
Philippines,PHL,2016,122,13,: 70+,34855
Poland,POL,2016,20,52,: 70+,35340
Portugal,PRT,2016,-8,39.5,: 70+,7105
Puerto Rico,PRI,2016,-66.5,18.25,: 70+,1661
Qatar,QAT,2016,51.25,25.5,: 70+,71
Region of the Americas (WHO),,2016,0,0,: 70+,516209
Romania,ROU,2016,25,46,: 70+,17557
Russia,RUS,2016,100,60,: 70+,104116
Rwanda,RWA,2016,30,-2,: 70+,2076
Saint Kitts and Nevis,KNA,2016,-62.75,17.3333,: 70+,8
Saint Lucia,LCA,2016,-61.1333,13.8833,: 70+,48
Saint Vincent and the Grenadines,VCT,2016,-61.2,13.25,: 70+,26
Samoa,WSM,2016,-172.3333,-13.5833,: 70+,89
San Marino,SMR,2016,12.4167,43.7667,: 70+,28
Sao Tome and Principe,STP,2016,7,1,: 70+,17
Saudi Arabia,SAU,2016,45,25,: 70+,1896
Scotland,,2016,0,0,: 70+,8971
Senegal,SEN,2016,-14,14,: 70+,1026
Serbia,SRB,2016,21,44,: 70+,11848
Seychelles,SYC,2016,55.6667,-4.5833,: 70+,42
Sierra Leone,SLE,2016,-11.5,8.5,: 70+,672
Singapore,SGP,2016,103.8,1.3667,: 70+,1363
Slovakia,SVK,2016,19.5,48.6667,: 70+,3468
Slovenia,SVN,2016,15,46,: 70+,1535
Solomon Islands,SLB,2016,159,-8,: 70+,201
Somalia,SOM,2016,49,10,: 70+,975
South Africa,ZAF,2016,24,-29,: 70+,13144
South Asia (WB),,2016,0,0,: 70+,573946
South Korea,KOR,2016,127.5,37,: 70+,29999
South Sudan,SSD,2016,30,8,: 70+,710
South-East Asia Region (WHO),,2016,0,0,: 70+,688631
Spain,ESP,2016,-4,40,: 70+,42247
Sri Lanka,LKA,2016,81,7,: 70+,5471
Sub-Saharan Africa (WB),,2016,0,0,: 70+,77399
Sudan,SDN,2016,30,15,: 70+,5778
Suriname,SUR,2016,-56,4,: 70+,164
Sweden,SWE,2016,15,62,: 70+,10109
Switzerland,CHE,2016,8,47,: 70+,6811
Syria,SYR,2016,38,35,: 70+,4259
Taiwan,TWN,2016,121,23.5,: 70+,13557
Tajikistan,TJK,2016,71,39,: 70+,1478
Tanzania,TZA,2016,35,-6,: 70+,6487
Thailand,THA,2016,100,15,: 70+,30314
Timor,TLS,2016,125.5167,-8.55,: 70+,401
Togo,TGO,2016,1.1667,8,: 70+,676
Tokelau,TKL,2016,-172,-9,: 70+,1
Tonga,TON,2016,-175,-20,: 70+,53
Trinidad and Tobago,TTO,2016,-61,11,: 70+,373
Tunisia,TUN,2016,9,34,: 70+,5330
Turkey,TUR,2016,35,39,: 70+,40168
Turkmenistan,TKM,2016,60,40,: 70+,855
Tuvalu,TUV,2016,178,-8,: 70+,5
Uganda,UGA,2016,32,1,: 70+,2231
Ukraine,UKR,2016,32,49,: 70+,43625
United Arab Emirates,ARE,2016,54,24,: 70+,211
United Kingdom,GBR,2016,-2,54,: 70+,81339
United States,USA,2016,-97,38,: 70+,293339
United States Virgin Islands,VIR,2016,-64.8333,18.3333,: 70+,52
Uruguay,URY,2016,-56,-33,: 70+,2565
Uzbekistan,UZB,2016,64,41,: 70+,4860
Vanuatu,VUT,2016,167,-16,: 70+,81
Venezuela,VEN,2016,-66,8,: 70+,6352
Vietnam,VNM,2016,106,16,: 70+,39332
Wales,,2016,0,0,: 70+,4735
Western Pacific Region (WHO),,2016,0,0,: 70+,1609670
World,OWID_WRL,2016,0,0,: 70+,3821584
World Bank High Income,,2016,0,0,: 70+,1043179
World Bank Low Income,,2016,0,0,: 70+,79413
World Bank Lower Middle Income,,2016,0,0,: 70+,895493
World Bank Upper Middle Income,,2016,0,0,: 70+,1801807
Yemen,YEM,2016,48,15,: 70+,5231
Zambia,ZMB,2016,30,-15,: 70+,1816
Zimbabwe,ZWE,2016,30,-20,: 70+,2829
Afghanistan,AFG,2016,65,33,: 50-69,3806
African Region (WHO),,2016,0,0,: 50-69,111194
Albania,ALB,2016,20,41,: 50-69,1291
Algeria,DZA,2016,3,28,: 50-69,7706
American Samoa,ASM,2016,-170,-14.3333,: 50-69,28
Andorra,AND,2016,1.6,42.5,: 50-69,34
Angola,AGO,2016,18.5,-12.5,: 50-69,3718
Antigua and Barbuda,ATG,2016,-61.8,17.05,: 50-69,16
Argentina,ARG,2016,-64,-34,: 50-69,21320
Armenia,ARM,2016,45,40,: 50-69,2357
Australia,AUS,2016,133,-27,: 50-69,6298
Austria,AUT,2016,13.3333,47.3333,: 50-69,4366
Azerbaijan,AZE,2016,47.5,40.5,: 50-69,6597
Bahamas,BHS,2016,-76,24.25,: 50-69,73
Bahrain,BHR,2016,50.55,26,: 50-69,196
Bangladesh,BGD,2016,90,24,: 50-69,41655
Barbados,BRB,2016,-59.5333,13.1667,: 50-69,55
Belarus,BLR,2016,28,53,: 50-69,10656
Belgium,BEL,2016,4,50.8333,: 50-69,6169
Belize,BLZ,2016,-88.75,17.25,: 50-69,57
Benin,BEN,2016,2.25,9.5,: 50-69,884
Bermuda,BMU,2016,-64.75,32.3333,: 50-69,22
Bhutan,BTN,2016,90.5,27.5,: 50-69,115
Bolivia,BOL,2016,-65,-17,: 50-69,1396
Bosnia and Herzegovina,BIH,2016,18,44,: 50-69,3582
Botswana,BWA,2016,24,-22,: 50-69,742
Brazil,BRA,2016,-55,-10,: 50-69,76662
Brunei,BRN,2016,114.6667,4.5,: 50-69,106
Bulgaria,BGR,2016,25,43,: 50-69,10874
Burkina Faso,BFA,2016,-2,13,: 50-69,1507
Burundi,BDI,2016,30,-3.5,: 50-69,1339
Cambodia,KHM,2016,105,13,: 50-69,6837
Cameroon,CMR,2016,12,6,: 50-69,3050
Canada,CAN,2016,-95,60,: 50-69,15806
Cape Verde,CPV,2016,-24,16,: 50-69,53
Central African Republic,CAF,2016,21,7,: 50-69,1017
Chad,TCD,2016,19,15,: 50-69,1346
Chile,CHL,2016,-71,-30,: 50-69,4947
China,CHN,2016,105,35,: 50-69,820542
Colombia,COL,2016,-72,4,: 50-69,6556
Comoros,COM,2016,44.25,-12.1667,: 50-69,93
Congo,COG,2016,15,-1,: 50-69,587
Cook Islands,COK,2016,-159.7667,-21.2333,: 50-69,9
Costa Rica,CRI,2016,-84,10,: 50-69,708
Cote d'Ivoire,CIV,2016,-5,8,: 50-69,3161
Croatia,HRV,2016,15.5,45.1667,: 50-69,3658
Cuba,CUB,2016,-80,21.5,: 50-69,7980
Cyprus,CYP,2016,33,35,: 50-69,480
Czechia,CZE,2016,15.5,49.75,: 50-69,7989
Democratic Republic of Congo,COD,2016,25,0,: 50-69,7767
Denmark,DNK,2016,10,56,: 50-69,3206
Djibouti,DJI,2016,43,11.5,: 50-69,225
Dominica,DMA,2016,-61.3333,15.4167,: 50-69,16
Dominican Republic,DOM,2016,-70.6667,19,: 50-69,3291
East Asia & Pacific (WB),,2016,0,0,: 50-69,1199034
Eastern Mediterranean Region (WHO),,2016,0,0,: 50-69,190588
Ecuador,ECU,2016,-77.5,-2,: 50-69,1642
Egypt,EGY,2016,30,27,: 50-69,40569
El Salvador,SLV,2016,-88.9167,13.8333,: 50-69,621
England,,2016,0,0,: 50-69,23865
Equatorial Guinea,GNQ,2016,10,2,: 50-69,77
Eritrea,ERI,2016,39,15,: 50-69,708
Estonia,EST,2016,26,59,: 50-69,933
Eswatini,SWZ,2016,31.5,-26.5,: 50-69,169
Ethiopia,ETH,2016,38,8,: 50-69,3093
Europe & Central Asia (WB),,2016,0,0,: 50-69,647436
European Region (WHO),,2016,0,0,: 50-69,652003
Fiji,FJI,2016,175,-18,: 50-69,522
Finland,FIN,2016,26,64,: 50-69,2310
France,FRA,2016,2,46,: 50-69,29063
G20,,2016,0,0,: 50-69,2271632
Gabon,GAB,2016,11.75,-1,: 50-69,275
Gambia,GMB,2016,-16.5667,13.4667,: 50-69,268
Georgia,GEO,2016,43.5,42,: 50-69,3512
Germany,DEU,2016,9,51,: 50-69,46571
Ghana,GHA,2016,-2,8,: 50-69,2670
Greece,GRC,2016,22,39,: 50-69,7433
Greenland,GRL,2016,-40,72,: 50-69,65
Grenada,GRD,2016,-61.6667,12.1167,: 50-69,30
Guam,GUM,2016,144.7833,13.4667,: 50-69,85
Guatemala,GTM,2016,-90.25,15.5,: 50-69,1279
Guinea,GIN,2016,-10,11,: 50-69,2134
Guinea-Bissau,GNB,2016,-15,12,: 50-69,157
Guyana,GUY,2016,-59,5,: 50-69,244
Haiti,HTI,2016,-72.4167,19,: 50-69,1832
Honduras,HND,2016,-86.5,15,: 50-69,1645
Hungary,HUN,2016,20,47,: 50-69,12938
Iceland,ISL,2016,-18,65,: 50-69,102
India,IND,2016,77,20,: 50-69,422230
Indonesia,IDN,2016,120,-5,: 50-69,113007
Iran,IRN,2016,53,32,: 50-69,16785
Iraq,IRQ,2016,44,33,: 50-69,11472
Ireland,IRL,2016,-8,53,: 50-69,1601
Israel,ISR,2016,34.75,31.5,: 50-69,1968
Italy,ITA,2016,12.8333,42.8333,: 50-69,22762
Jamaica,JAM,2016,-77.5,18.25,: 50-69,735
Japan,JPN,2016,138,36,: 50-69,47904
Jordan,JOR,2016,36,31,: 50-69,1726
Kazakhstan,KAZ,2016,68,48,: 50-69,11305
Kenya,KEN,2016,38,1,: 50-69,4871
Kiribati,KIR,2016,173,1.4167,: 50-69,136
Kuwait,KWT,2016,47.6581,29.3375,: 50-69,499
Kyrgyzstan,KGZ,2016,75,41,: 50-69,2520
Laos,LAO,2016,105,18,: 50-69,2499
Latin America & Caribbean (WB),,2016,0,0,: 50-69,160930
Latvia,LVA,2016,25,57,: 50-69,1699
Lebanon,LBN,2016,35.8333,33.8333,: 50-69,2762
Lesotho,LSO,2016,28.5,-29.5,: 50-69,1061
Liberia,LBR,2016,-9.5,6.5,: 50-69,324
Libya,LBY,2016,17,25,: 50-69,1315
Lithuania,LTU,2016,24,56,: 50-69,2512
Luxembourg,LUX,2016,6.1667,49.75,: 50-69,191
Madagascar,MDG,2016,47,-20,: 50-69,2791
Malawi,MWI,2016,34,-13.5,: 50-69,2109
Malaysia,MYS,2016,112.5,2.5,: 50-69,10369
Maldives,MDV,2016,73,3.25,: 50-69,53
Mali,MLI,2016,-4,17,: 50-69,1553
Malta,MLT,2016,14.5833,35.8333,: 50-69,195
Marshall Islands,MHL,2016,168,9,: 50-69,28
Mauritania,MRT,2016,-12,20,: 50-69,346
Mauritius,MUS,2016,57.55,-20.2833,: 50-69,455
Mexico,MEX,2016,-102,23,: 50-69,15239
Micronesia (country),FSM,2016,158.25,6.9167,: 50-69,96
Middle East & North Africa (WB),,2016,0,0,: 50-69,123558
Moldova,MDA,2016,29,47,: 50-69,3816
Monaco,MCO,2016,7.4,43.7333,: 50-69,30
Mongolia,MNG,2016,105,46,: 50-69,1771
Montenegro,MNE,2016,19,42,: 50-69,826
Morocco,MAR,2016,-5,32,: 50-69,10996
Mozambique,MOZ,2016,35,-18.25,: 50-69,4101
Myanmar,MMR,2016,98,22,: 50-69,25130
Namibia,NAM,2016,17,-22,: 50-69,416
Nauru,NRU,2016,166.9167,-0.5333,: 50-69,6
Nepal,NPL,2016,84,28,: 50-69,12347
Netherlands,NLD,2016,5.75,52.5,: 50-69,9037
New Zealand,NZL,2016,174,-41,: 50-69,1405
Nicaragua,NIC,2016,-85,13,: 50-69,584
Niger,NER,2016,8,16,: 50-69,862
Nigeria,NGA,2016,8,10,: 50-69,7999
Niue,NIU,2016,-169.8667,-19.0333,: 50-69,1
North America (WB),,2016,0,0,: 50-69,202115
North Korea,PRK,2016,127,40,: 50-69,19766
North Macedonia,MKD,2016,22,41.8333,: 50-69,2468
Northern Ireland,,2016,0,0,: 50-69,835
Northern Mariana Islands,MNP,2016,145.75,15.2,: 50-69,36
Norway,NOR,2016,10,62,: 50-69,1770
OECD Countries,,2016,0,0,: 50-69,598984
Oman,OMN,2016,57,21,: 50-69,404
Pakistan,PAK,2016,70,30,: 50-69,64369
Palau,PLW,2016,134.5,7.5,: 50-69,16
Palestine,PSE,2016,35.25,32,: 50-69,982
Panama,PAN,2016,-80,9,: 50-69,367
Papua New Guinea,PNG,2016,147,-6,: 50-69,3567
Paraguay,PRY,2016,-58,-23,: 50-69,1593
Peru,PER,2016,-76,-10,: 50-69,1509
Philippines,PHL,2016,122,13,: 50-69,46210
Poland,POL,2016,20,52,: 50-69,37140
Portugal,PRT,2016,-8,39.5,: 50-69,4511
Puerto Rico,PRI,2016,-66.5,18.25,: 50-69,881
Qatar,QAT,2016,51.25,25.5,: 50-69,172
Region of the Americas (WHO),,2016,0,0,: 50-69,362089
Romania,ROU,2016,25,46,: 50-69,19477
Russia,RUS,2016,100,60,: 50-69,172341
Rwanda,RWA,2016,30,-2,: 50-69,1888
Saint Kitts and Nevis,KNA,2016,-62.75,17.3333,: 50-69,11
Saint Lucia,LCA,2016,-61.1333,13.8833,: 50-69,43
Saint Vincent and the Grenadines,VCT,2016,-61.2,13.25,: 50-69,26
Samoa,WSM,2016,-172.3333,-13.5833,: 50-69,108
San Marino,SMR,2016,12.4167,43.7667,: 50-69,12
Sao Tome and Principe,STP,2016,7,1,: 50-69,21
Saudi Arabia,SAU,2016,45,25,: 50-69,5888
Scotland,,2016,0,0,: 50-69,3721
Senegal,SEN,2016,-14,14,: 50-69,1590
Serbia,SRB,2016,21,44,: 50-69,11238
Seychelles,SYC,2016,55.6667,-4.5833,: 50-69,43
Sierra Leone,SLE,2016,-11.5,8.5,: 50-69,1015
Singapore,SGP,2016,103.8,1.3667,: 50-69,1098
Slovakia,SVK,2016,19.5,48.6667,: 50-69,3999
Slovenia,SVN,2016,15,46,: 50-69,1164
Solomon Islands,SLB,2016,159,-8,: 50-69,481
Somalia,SOM,2016,49,10,: 50-69,2579
South Africa,ZAF,2016,24,-29,: 50-69,18910
South Asia (WB),,2016,0,0,: 50-69,549627
South Korea,KOR,2016,127.5,37,: 50-69,14245
South Sudan,SSD,2016,30,8,: 50-69,850
South-East Asia Region (WHO),,2016,0,0,: 50-69,661885
Spain,ESP,2016,-4,40,: 50-69,22040
Sri Lanka,LKA,2016,81,7,: 50-69,5051
Sub-Saharan Africa (WB),,2016,0,0,: 50-69,113194
Sudan,SDN,2016,30,15,: 50-69,7128
Suriname,SUR,2016,-56,4,: 50-69,226
Sweden,SWE,2016,15,62,: 50-69,3083
Switzerland,CHE,2016,8,47,: 50-69,2742
Syria,SYR,2016,38,35,: 50-69,6509
Taiwan,TWN,2016,121,23.5,: 50-69,10432
Tajikistan,TJK,2016,71,39,: 50-69,2566
Tanzania,TZA,2016,35,-6,: 50-69,7511
Thailand,THA,2016,100,15,: 50-69,22152
Timor,TLS,2016,125.5167,-8.55,: 50-69,378
Togo,TGO,2016,1.1667,8,: 50-69,1204
Tokelau,TKL,2016,-172,-9,: 50-69,1
Tonga,TON,2016,-175,-20,: 50-69,38
Trinidad and Tobago,TTO,2016,-61,11,: 50-69,519
Tunisia,TUN,2016,9,34,: 50-69,4150
Turkey,TUR,2016,35,39,: 50-69,39335
Turkmenistan,TKM,2016,60,40,: 50-69,2335
Tuvalu,TUV,2016,178,-8,: 50-69,8
Uganda,UGA,2016,32,1,: 50-69,2796
Ukraine,UKR,2016,32,49,: 50-69,59702
United Arab Emirates,ARE,2016,54,24,: 50-69,1400
United Kingdom,GBR,2016,-2,54,: 50-69,30220
United States,USA,2016,-97,38,: 50-69,186287
United States Virgin Islands,VIR,2016,-64.8333,18.3333,: 50-69,53
Uruguay,URY,2016,-56,-33,: 50-69,2026
Uzbekistan,UZB,2016,64,41,: 50-69,13277
Vanuatu,VUT,2016,167,-16,: 50-69,102
Venezuela,VEN,2016,-66,8,: 50-69,6750
Vietnam,VNM,2016,106,16,: 50-69,43628
Wales,,2016,0,0,: 50-69,1799
Western Pacific Region (WHO),,2016,0,0,: 50-69,1015883
World,OWID_WRL,2016,0,0,: 50-69,2999946
World Bank High Income,,2016,0,0,: 50-69,569257
World Bank Low Income,,2016,0,0,: 50-69,93382
World Bank Lower Middle Income,,2016,0,0,: 50-69,979979
World Bank Upper Middle Income,,2016,0,0,: 50-69,1355745
Yemen,YEM,2016,48,15,: 50-69,7638
Zambia,ZMB,2016,30,-15,: 50-69,1813
Zimbabwe,ZWE,2016,30,-20,: 50-69,4146
Afghanistan,AFG,2016,65,33,: 15-49 years,2665
African Region (WHO),,2016,0,0,: 15-49 years,37159
Albania,ALB,2016,20,41,: 15-49 years,156
Algeria,DZA,2016,3,28,: 15-49 years,1868
American Samoa,ASM,2016,-170,-14.3333,: 15-49 years,7
Andorra,AND,2016,1.6,42.5,: 15-49 years,5
Angola,AGO,2016,18.5,-12.5,: 15-49 years,1366
Antigua and Barbuda,ATG,2016,-61.8,17.05,: 15-49 years,2
Argentina,ARG,2016,-64,-34,: 15-49 years,2691
Armenia,ARM,2016,45,40,: 15-49 years,282
Australia,AUS,2016,133,-27,: 15-49 years,771
